Record ID,Article Title,Summary,Source Name,Source Domain,Canonical URL,Published At,Author,Categories,Event Cluster ID,Source URL
news:db60b5b112dd98a2,Imitation Learning for Autonomous Driving in CARLA,"arXiv:2609.17757v1 Announce Type: new Abstract: Behavioral cloning trains a policy offline on expert demonstrations, but deployment is closed loop: each action affects the observations the policy receives next. We study how much closed-loop driving competence a compact multimodal policy can acquire from offline demonstrations in the CARLA simulator. The policy uses five-frame histories of RGB images, LiDAR, vehicle telemetry, and lane waypoints to predict throttle, brake, and steering at 20 Hz. ",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17757,2026-09-17T04:00:00Z,Jordy Kieto,AI Models | Developer Tools | Research | Policy & Security,cluster:ev-011,https://arxiv.org/abs/2609.17757
news:4267ab5e0a9ad771,SAGE: Governed Artifact Generation from Enterprise Guidelines,"arXiv:2609.17775v1 Announce Type: new Abstract: Enterprise guideline documents mix narrative text, complex tables, and embedded images, and converting them into structured work artifacts still takes two to three days of manual effort each. Current language and vision-language models extract from such documents but offer no governed workflow beyond extraction: no validation, no consistency checking, no traceable artifact generation. We introduce SAGE, a governed multi-stage LLM pipeline organized",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17775,2026-09-17T04:00:00Z,"Mohammadreza Sediqin, Shivali Dalmia, Sumukha Thoppanahalli, Srinivasa Karthikeya Reddy Kovvuri, Abhishek Mukherji",AI Models | Research | Policy & Security,cluster:ev-012,https://arxiv.org/abs/2609.17775
news:75d880e114606240,FairCompressAgent: An Agentic Framework for Fairness-Aware Model Compression for FPGA Deployment,"arXiv:2609.17786v1 Announce Type: new Abstract: Fairness-aware model compression requires selecting methods and configurations that balance accuracy, fairness, and deployment cost. These decisions become more difficult when compression methods are composed or the user's requirements change. In this paper, we propose FairCompressAgent (FCA), an agentic framework that integrates fairness-aware pruning, incremental quantization, and sparse low-rank factorization through a common operator interface.",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17786,2026-09-17T04:00:00Z,"Yuanbo Guo, Yiyu Shi",AI Models | Generative AI | Developer Tools | Research,cluster:ev-013,https://arxiv.org/abs/2609.17786
news:49e8719a26947898,A Four-Stage Decomposition of Word-Problem Solving and Mechanistic Fragility in LLM Math Reasoning,"arXiv:2609.17804v1 Announce Type: new Abstract: Large language models solve grade-school math word problems with high accuracy, yet a single irrelevant clause inserted into the problem can collapse it. We reconcile these observations with a mechanistic account. We show that the model's internal computation decomposes into a four-stage sequential pipeline, Schema Abstraction, Operation Planning, Operand Binding, and Computation, each stage producing a distinct intermediate representation in an id",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17804,2026-09-17T04:00:00Z,"Zhongdi Qu, Carla P. Gomes",AI Models | Agents | Research,cluster:ev-014,https://arxiv.org/abs/2609.17804
news:0b35b4190df786ad,Learning Heterogeneous Preferences,"arXiv:2609.17847v1 Announce Type: new Abstract: Learning from human feedback has become a central paradigm for training modern AI systems, where models of human utility are used as reward models in policy learning. Existing methods typically assume a \emph{universal utility} function shared across a population and treat disagreement between annotators as stochastic variation. While suitable for objective tasks, this assumption breaks down in subjective domains where preferences vary systematical",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17847,2026-09-17T04:00:00Z,"Shiwali Mohan, Matt Hong, Dule Shu, Aniek Fransen, Shabnam Hakimi, Matt Klenk",AI Models | Developer Tools | Research | Policy & Security,cluster:ev-015,https://arxiv.org/abs/2609.17847
news:86ed59160857567a,SNOMED CT Concept Recommendation from Masked Clinical Context,"arXiv:2609.17855v1 Announce Type: new Abstract: Standardizing clinical language to SNOMED CT supports interoperability, analytics, and reusable phenotyping, but concept recommendation remains difficult when relevant concepts are rare or absent from training data. We present a masked-concept recommendation benchmark using the SNOMED CT Entity Linking Challenge v1.2.1 data derived from MIMIC-IV-Note. The dataset contains 75,491 annotations across 272 discharge summaries, with 204 notes used for tr",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17855,2026-09-17T04:00:00Z,Ali Noori,Research,cluster:ev-016,https://arxiv.org/abs/2609.17855
news:15fe6167da12d22f,"The Inference Engineering Pareto Atlas: Which Optimizations Dominate the Cost, Quality, and Latency Frontier?","arXiv:2609.17863v1 Announce Type: new Abstract: LLM inference optimizations report speedups on different models, GPUs, prompts, and quality metrics, making them hard to compare or combine. We build a cost, quality, and latency Pareto atlas to identify the best configurations for different deployment constraints. Since exhaustive testing is impractical, we measure 54 configurations of Qwen2.5-7B-Instruct running on vLLM 0.12 across L4, A100, and H100 GPUs and use these anchors to calibrate a simu",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17863,2026-09-17T04:00:00Z,"Srikanta Datta Tumkur, Jay Iyer, Mehar Simhadri, Sai Pavan Kumar, Sai Kapil Kumar, Ramesh Nampelly",AI Models | Generative AI | AI Hardware | Developer Tools | Research,cluster:ev-017,https://arxiv.org/abs/2609.17863
news:e6d23bfc9ccbf524,Do Frontier Models Seek Safety Evidence Before Acting?,"arXiv:2609.17865v1 Announce Type: new Abstract: Frontier models are often evaluated on how they respond to safety information once it is already in context. We study an earlier decision point: whether models choose to acquire safety-relevant evidence before acting. We introduce SAFE, a controlled benchmark in which models make deployment decisions with optional evidence that varies in retrieval cost, probability, severity, and presentation. Across GPT-5.5, o3, Claude Opus 4.8, and Claude Sonnet ",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17865,2026-09-17T04:00:00Z,Omer Tafveez,AI Models | Agents | Research | Policy & Security,cluster:ev-018,https://arxiv.org/abs/2609.17865
news:f0ae685a2d734338,ERPBench: A State-Grounded Evaluation Paradigm for Computer-Use Agents in Enterprise Software,"arXiv:2609.17885v1 Announce Type: new Abstract: Computer-use agents that operate through screenshots and simulated actions are advancing rapidly, yet their evaluation remains anchored to general desktop and web tasks. Enterprise Resource Planning (ERP) systems run the finance, procurement, inventory, and customer operations of organizations worldwide, and pose distinct challenges for computer-use agents: dense interfaces, coordinated multi-step interactions, and errors that alter persistent busi",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17885,2026-09-17T04:00:00Z,"Kratika Bhagtani, Kusha Sridhar, Maziyar Baran Pouyan, Yuying Zhao, Eugene Siow",Agents | Research,cluster:ev-019,https://arxiv.org/abs/2609.17885
news:836067a501b46059,OBC-Prune: Outcome-Based Calibration for Large Reasoning Model Pruning,"arXiv:2609.17890v1 Announce Type: new Abstract: Large reasoning models (LRMs) generate long chain-of-thought traces before answering, creating significant inference overhead. Pruning can reduce this cost, but its effectiveness depends on the calibration data used to estimate parameter importance. Recent work calibrates on the model's own rollouts instead of generic dataset, but treats all reasoning tokens uniformly, regardless of whether they contribute to successful reasoning. As a result, prun",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17890,2026-09-17T04:00:00Z,"Ha Lan Nguyen, Huy Hoang Tran, Trac-Duy Tran, Dung D. Le",AI Models | Agents | Research,cluster:ev-020,https://arxiv.org/abs/2609.17890
news:b4147864643cafee,Collaborative Memory for Multi-Agent VLM Systems,"arXiv:2609.17921v1 Announce Type: new Abstract: Vision-language model (VLM) agents combine specialized perception, tools, and reasoning to address complex visual tasks. In multi-agent settings, different agents inspect different image regions, video frames, or visual representations, so collaboration extends beyond distributed reasoning to distributed perception. This makes shared visual context a central problem in VLM agent collaboration. In this paper, we frame memory hierarchy, cross-agent s",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17921,2026-09-17T04:00:00Z,"Huixin Zhang, Shao-Jun Xia, Di Wang, Liangxi Liu, Hainan Xiong, Zihao Wang",AI Models | Agents | Developer Tools | Research,cluster:ev-021,https://arxiv.org/abs/2609.17921
news:177470ffa02179f8,Measuring AI Leadership: Development and Validation of a Multidimensional Measure for AI-Native Organizations,"arXiv:2609.17965v1 Announce Type: new Abstract: AI is changing what leaders must judge, explain, learn, and coordinate, yet existing measures do not capture these behaviors at the level needed to study leadership in AI-enabled work. We develop the AI Leadership Battery, which organizes 36 behaviorally specific subdimensions into 11 theory-specified content families. Following established scale-development procedures, the research used deductive item generation; content validation of definitional",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17965,2026-09-17T04:00:00Z,"Mustafa Akben, Leslie Coyne",Developer Tools | Research | Policy & Security,cluster:ev-022,https://arxiv.org/abs/2609.17965
news:e7c61e7b0e22bbfc,Memory Has Geometry: Non-Uniform Geometric Memory for Long-Horizon Personalized AI,"arXiv:2609.17969v1 Announce Type: new Abstract: Long-term memory is becoming a core substrate for personalized AI, yet most systems still represent personalization as discrete records in a largely static latent space, accessed under one global similarity notion. For data mining, this creates a mismatch: the evidence is a temporal event stream, while the dominant abstraction is a searchable record set. We argue that long-horizon personalization should instead model memory as a user-specific dynam",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17969,2026-09-17T04:00:00Z,"Jiahong Liu, Wenhao Yu, Zexuan Qiu, Menglin Yang, Irwin King",AI Models | Research,cluster:ev-023,https://arxiv.org/abs/2609.17969
news:fc71afa0fcd65f17,When to Call an LLM: A Confidence-Gated Hybrid for Cost-Effective Emotion Recognition in Conversational AI,"arXiv:2609.17977v1 Announce Type: new Abstract: Emotion recognition in conversation (ERC) is a production capability behind agent-assist prompts, escalation routing, and post-call analytics in contact-center-as-a-service (CCaaS) platforms, where cost and latency constraints matter as much as accuracy. We report a systems-level comparison of three deployment options for dialogue-contextual ERC: a low-cost stacked ensemble (sentence embeddings, windowed context, RandomForest/XGBoost/logistic-regre",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17977,2026-09-17T04:00:00Z,"Sai Babu Udayagiri, Arjun Chouhan, Ravisekhar Kanagala, Trishala Pavagada",AI Models | Agents | Research | Policy & Security,cluster:ev-024,https://arxiv.org/abs/2609.17977
news:96add1a1e1fe2d4e,"Contiguity, Not Importance: Budgeted Repair of Stale KV Caches After Document Edits","arXiv:2609.17983v1 Announce Type: new Abstract: KV-cache reuse can reduce inference cost in retrieval-augmented generation and agentic systems, but cached contexts may become stale when retrieved knowledge, working memory, or user state is edited. Under causal self-attention, even a local edit can affect downstream KV states. A full re-prefill reliably restores consistency but is costly, whereas refreshing only the edited span can leave downstream dependencies stale. We formulate in-place repair",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17983,2026-09-17T04:00:00Z,"Mingyang Mao, Wyatt Mackey, Xiaomin Lin",AI Models | Generative AI | Research,cluster:ev-025,https://arxiv.org/abs/2609.17983
news:4f6b12b6e9b0d643,TuiML: Machine Learning for AI Agents,"arXiv:2609.17984v1 Announce Type: new Abstract: Machine-learning libraries such as Weka and scikit-learn were designed for human programmers. Language-model agents now use these same libraries by recalling APIs from memory and writing code, an approach that hides what a library offers, delays errors until runtime, and loses experimental state between turns. We present TuiML, a self-contained machine-learning library built for AI agents, with native algorithms across supervised, unsupervised, tim",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17984,2026-09-17T04:00:00Z,"Nilesh Verma, Nick Lim, Albert Bifet, Bernhard Pfahringer",AI Models | Agents | Developer Tools | Research,cluster:ev-026,https://arxiv.org/abs/2609.17984
news:68765a8ac5dad355,RideWay: Benchmarking Efficient Task Completion for Tool-Using Language Agents,"arXiv:2609.17985v1 Announce Type: new Abstract: AI agents are usually evaluated by whether they complete a task. In interactive service settings, a successful agent can still frustrate users by asking repeated questions, performing redundant searches, or making avoidable revisions. We introduce RideWay, an efficiency-centered benchmark for ridehailing agents in a stateful tool-calling environment, together with Efficiency Utility, a success-gated metric that discounts successful trajectories for",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17985,2026-09-17T04:00:00Z,"Qingnuan Han, Boli Fang, Mingzhi Hou, Claire Liu",Agents | Research,cluster:ev-027,https://arxiv.org/abs/2609.17985
news:002f88cef6735c08,Multimodal Conditioning of Fine-Tuned Stable Diffusion XL for Controllable and Culturally Faithful Ulos Motif Generation,"arXiv:2609.17987v1 Announce Type: new Abstract: The traditional Batak Ulos weaving industry faces growing challenges in producing diverse, innovative motifs due to limitations in conventional, manually driven design methods. This study proposes a multimodal generative framework integrating a fine-tuned Latent Diffusion Model (Stable Diffusion XL v1.0 via LoRA) with a Multimodal Large Language Model (LLaMA 1.5-7B) to enable controllable, culturally faithful Ulos motif generation. Four complementa",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.17987,2026-09-17T04:00:00Z,"Humasak Simanjuntak, Tamara Yunika Sianipar, Bronson T. M Siallagan, Difya Laurensya Ambarita, Arlinta Barus",AI Models | Generative AI | Developer Tools | Research,cluster:ev-028,https://arxiv.org/abs/2609.17987
news:f5946b40680dc460,Missing Bridges: Composition-Aware Active Imitation Learning,"arXiv:2609.18004v1 Announce Type: new Abstract: Active imitation learning reduces expert effort by allowing a learner to request the demonstrations it needs. Existing methods typically select these requests for their expected information gain about the expert policy. In structured multi-task domains, however, the number of start-goal tasks may grow combinatorially despite their solutions sharing reusable behavior. This makes composable behaviors especially valuable, since a single demonstration ",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18004,2026-09-17T04:00:00Z,"Maxwell J. Jacobson, Ahmed H Qureshi, Yexiang Xue",AI Models | Robotics | Research | Policy & Security,cluster:ev-029,https://arxiv.org/abs/2609.18004
news:f10a483047d5974f,Anchoring What Matters: A Dual-Level Learning Framework for Visually-Grounded Multimodal Reasoning,"arXiv:2609.18057v1 Announce Type: new Abstract: Reinforcement learning with verifiable rewards (RLVR) has significantly improved the reasoning capabilities of large vision-language models (LVLMs). However, standard on-policy RLVR algorithms face a critical optimization bottleneck in preserving and reinforcing visually grounded reasoning behaviors: valuable visually-grounded reasoning trajectories are discarded after a single update, while uniform token advantage allocation prevents the model fro",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18057,2026-09-17T04:00:00Z,"Xinxin Song, Siyuan Li, Tingxiong Xiao, Jinli Suo",AI Models | Agents | Developer Tools | Research | Policy & Security,cluster:ev-030,https://arxiv.org/abs/2609.18057
news:c8b391c77b0e2c4a,The Other Half of the Memory Wall: Serving 35B MoEs from SSD with Trained Routing Prediction,"arXiv:2609.18063v1 Announce Type: new Abstract: Mixture-of-experts (MoE) inference on consumer hardware is bounded by weight memory: a 35B-class model is 19.5GB at 4-bit, and sparsity shrinks the compute per token, not the bytes that must be held. Naive offloading to SSD does not help on its own, because layer N+1's experts must be chosen before layer N's output exists, so the reads cannot start early enough to hide behind compute. We present Edge0, a streaming MoE inference engine that closes t",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18063,2026-09-17T04:00:00Z,"Yu Lin, Yiming Wang, Runyuan Cai, Hanze Liu, Xiaodong Zeng",AI Models | Developer Tools | Research,cluster:ev-031,https://arxiv.org/abs/2609.18063
news:f5060cb32859b1c7,"Teaching AI, Robotics, & Community: A Hubs-Based K-12 Education Framework for Reaching Rural Schools","arXiv:2609.18072v1 Announce Type: new Abstract: K-12 robotics and AI education remains difficult to scale, especially in rural regions lacking sustained technical mentorship. Programs like FIRST provide competition pathways and instructional opportunities, but they do not eliminate the need for local programming and robotics expertise. We introduce AI, Robotics, & Community (ARC), a hubs-based framework where colleges train undergraduate mentors and host workshops for nearby K-12 teams. Mature s",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18072,2026-09-17T04:00:00Z,"Maxwell J. Jacobson, Gustavo Rodriguez-Rivera, Petros Drineas, Yexiang Xue",AI Models | Robotics | Developer Tools | Research,cluster:ev-032,https://arxiv.org/abs/2609.18072
news:6ead66d51abc565c,Decodability is Not Causality: Dissociating Probe Readouts from Behavioral Drivers via SAE Decomposition,"arXiv:2609.18080v1 Announce Type: new Abstract: Linear probes can decode safety-relevant concepts such as truthfulness from language-model activations, but probe accuracy may show only decodability, not that the features the probe weights causally drive model behavior. We demonstrate that this gap cannot be closed from the geometry of probe weights alone: the features geometrically aligned with probe direction need not be the ones the model uses, so causal relevance requires intervention. We int",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18080,2026-09-17T04:00:00Z,"Devesh Tiwari, Camille Davis, Shivank Sinha, Talia Weaver, Aditya Shah, Maheep Chaudhary",AI Models | Research | Policy & Security,cluster:ev-033,https://arxiv.org/abs/2609.18080
news:5f8c876406042838,When Is Graph Structure Worth Its Cost? The Case for Structure Pricing in Retrieval-Augmented Generation,"arXiv:2609.18099v1 Announce Type: new Abstract: Graph-based retrieval-augmented generation (RAG) can help answer questions that require information from many documents. However, building a graph often requires many language-model calls during ingestion. It is therefore important to ask whether its quality gains justify the additional cost. We present EffiRAG, a graph-based RAG system designed to reduce this cost. It uses the graph to locate relevant passages and generates answers from the origin",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18099,2026-09-17T04:00:00Z,"Yuzhong Zhang, Haoyang Ma, Chao Peng, Lionel Briand, Boxi Yu, Jialun Cao",AI Models | Generative AI | Research,cluster:ev-034,https://arxiv.org/abs/2609.18099
news:89aeeb97a85443ba,AutoTuneBench: Trustworthy Measurement for Agent Auto-Tuning of LLM Serving Engines,"arXiv:2609.18123v1 Announce Type: new Abstract: Large language model agents tune GPU kernels and serving engines through a closed loop of propose, measure, and keep, but the measurements behind this loop are not trustworthy. We characterize four failure modes from a four-day pilot corpus of 619 model calls: strawman baselines manufacture speedups, absolute times do not transfer across machines, saturated tasks nullify comparisons, and infrastructure defects impersonate science. We present AutoTu",arXiv Computer Science - Artificial Intelligence,arxiv.org,https://arxiv.org/abs/2609.18123,2026-09-17T04:00:00Z,Li Chen,AI Models | Agents | AI Hardware | Developer Tools | Research,cluster:ev-035,https://arxiv.org/abs/2609.18123
news:43bfae9253d15332,MechReason: Benchmarking Multi-Image Multi-Hop Reasoning in Mechanical Engineering,"arXiv:2609.16012v1 Announce Type: new Abstract: Despite significant progress in general visual question answering and cross-modal understanding, multimodal large language models still face a pronounced gap in evaluation for complex reasoning within the mechanical engineering domain. Existing benchmarks predominantly focus on rudimentary tasks such as drawing recognition, CAD interpretation, or single-chart querying, falling short of assessing whether models can integrate multiple images, textual",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16012,2026-09-17T04:00:00Z,"Tengyue Wang, Kang An, Chenxu Du, Zhongyu Yang, Yuanchi Zhu, Xinqi Yang, Hebao Zhu, Ziliang Wang, FaQiang Qian, Yunli Yang, Qibing Ren",AI Models | Agents | Research,cluster:ev-036,https://arxiv.org/abs/2609.16012
news:e84bd79287490c50,DenseFace: Bias Mitigation in Face Recognition via Density-Aware Probabilistic Matching,"arXiv:2609.16149v1 Announce Type: new Abstract: Despite steady progress in face recognition, current face recognition models still suffer from significant demographic biases. While approaches for bias mitigation have been proposed, existing methods often impose constraints on the training procedure and result in the degradation of recognition accuracy. To address this issue, we here introduce a method that reduces racial bias in pre-trained face recognition models without compromising their accu",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16149,2026-09-17T04:00:00Z,"Mansur Bultygov, Vadim Seliutin, Dmitry Nekhaev, Ivan Laptev",AI Models | Research,cluster:ev-037,https://arxiv.org/abs/2609.16149
news:6fee7d514901d782,Hyperbolic Contrastive Learning with Entailment for Spatial Transcriptomics,"arXiv:2609.16207v1 Announce Type: new Abstract: Spatial Transcriptomics (ST) has transformed biomedical research by enabling the spatial mapping of gene expression across tissue sections. However, high operational costs, specialized equipment requirements, and sensitivity to experimental noise limit the accessibility and scalability of ST. Recent computer vision approaches aim to overcome these limitations by predicting spatial gene expression directly from histopathology images. While effective",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16207,2026-09-17T04:00:00Z,"Daniela Vega, Paula C\'ardenas, Hannah Ceballos, Leonardo Manrique, Pablo Arbela\'ez",AI Models | Research | Policy & Security,cluster:ev-038,https://arxiv.org/abs/2609.16207
